drugbank_id,reaction_id,sequence,left_element_drug_id,left_element_name,right_element_drug_id,right_element_name
DB00712,DB00712_rxn_1,1,DB00712,Flurbiprofen,DBMET00152,Flurbiprofen glucuronide
DB00714,DB00714_rxn_0,1,DB00714,Apomorphine,DBMET03128,Apocodeine
DB00714,DB00714_rxn_1,1,DB00714,Apomorphine,DBMET03129,Isoapocodeine
DB00714,DB00714_rxn_2,1,DB00714,Apomorphine,DBMET03130,O-quinone
DB00714,DB00714_rxn_3,1,DB00714,Apomorphine,DBMET03131,Apomorphine 10-glucuronide
DB00714,DB00714_rxn_4,1,DB00714,Apomorphine,DBMET03132,Apomorphine 11-glucuronide
DB00714,DB00714_rxn_5,1,DB00714,Apomorphine,DBMET03133,Norapomorphine
DB00715,DB00715_rxn_0,1,DB00715,Paroxetine,DBMET02679,Paroxetine catechol
DB00715,DB00715_rxn_1,2,DBMET02679,Paroxetine catechol,DBMET02680,"Metabolite 1, paroxetine"
DB00715,DB00715_rxn_2,2,DBMET02679,Paroxetine catechol,DBMET02681,"Metabolite 2, paroxetine"
DB00715,DB00715_rxn_3,2,DBMET02679,Paroxetine catechol,DBMET02682,"Metabolite 3, paroxetine"
DB00717,DB00717_rxn_0,1,DB00717,Norethisterone,DBMET02891,5α-dihydronorethisterone
DB00717,DB00717_rxn_1,1,DB00717,Norethisterone,DBMET02894,5β-dihydronorethisterone
DB00717,DB00717_rxn_2,1,DB00717,Norethisterone,DBMET02897,Norethisterone M1 and M2 metabolites
DB00717,DB00717_rxn_3,1,DB00717,Norethisterone,DBMET02899,Norethisterone M4 metabolite
DB00717,DB00717_rxn_4,2,DBMET02891,5α-dihydronorethisterone,DBMET02892,"3α,5α-tetrahydronorethisterone"
DB00717,DB00717_rxn_5,2,DBMET02891,5α-dihydronorethisterone,DBMET02893,"3β,5α-tetrahydronorethisterone"
DB00717,DB00717_rxn_6,2,DBMET02894,5β-dihydronorethisterone,DBMET02895,"3α,5β-tetrahydronorethisterone"
DB00717,DB00717_rxn_7,2,DBMET02894,5β-dihydronorethisterone,DBMET02896,"3β,5β-tetrahydronorethisterone"
DB00717,DB00717_rxn_8,2,DBMET02897,Norethisterone M1 and M2 metabolites,DBMET02898,Norethisterone M3 metabolite
DB00718,DB00718_rxn_0,1,DB00718,Adefovir dipivoxil,DBMET01173,Adefovir
DB00718,DB00718_rxn_1,2,DBMET01173,Adefovir,DBMET01174,Adefovir monophosphate
DB00718,DB00718_rxn_2,3,DBMET01174,Adefovir monophosphate,DBMET01175,Adefovir Diphosphate
DB00721,DB00721_rxn_0,1,DB00721,Procaine,DBMET03083,"N,N-diethyl-2-aminoethanol"
DB00721,DB00721_rxn_1,1,DB00721,Procaine,DBMET01429,para-aminobenzoic acid
DB00727,DB00727_rxn_0,1,DB00727,Nitroglycerin,DBMET02594,"1,2-glyceryl dinitrate"
DB00727,DB00727_rxn_1,1,DB00727,Nitroglycerin,DBMET02598,"1,3-glyceryl dinitrate"
DB00727,DB00727_rxn_2,1,DB00727,Nitroglycerin,DBMET02595,Nitrite
DB00727,DB00727_rxn_3,2,DBMET02595,Nitrite,DBMET02596,Nitric  oxide
DB00727,DB00727_rxn_4,2,DBMET02595,Nitrite,DBMET02597,S-nitrosothiol
DB00728,DB00728_rxn_0,1,DB00728,Rocuronium,DBMET00673,17-desacetyl-rocuronium
DB00730,DB00730_rxn_0,1,DB00730,Thiabendazole,DBMET01768,5-hydroxythiabendazole
DB00731,DB00731_rxn_0,1,DB00731,Nateglinide,DBMET01830,2-{[4-(1-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid
DB00731,DB00731_rxn_1,1,DB00731,Nateglinide,DBMET01831,2-{[4-(2-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid
DB00731,DB00731_rxn_2,1,DB00731,Nateglinide,DBMET01321,Nateglinide metabolite M2/M3
DB00731,DB00731_rxn_3,1,DB00731,Nateglinide,DBMET01323,Nateglinide metabolite M1
DB00731,DB00731_rxn_4,1,DB00731,Nateglinide,DBMET01324,Nateglinide metabolite M7
DB00731,DB00731_rxn_5,1,DB00731,Nateglinide,DBMET01325,Nateglinide glucuronide and isomers (M4/M5/M6)
DB00731,DB00731_rxn_6,2,DBMET01321,Nateglinide metabolite M2/M3,DBMET01322,Nateglinide metabolite M11/M12
DB00731,DB00731_rxn_7,2,DBMET01323,Nateglinide metabolite M1,DBMET01322,Nateglinide metabolite M11/M12
DB00731,DB00731_rxn_8,2,DBMET01324,Nateglinide metabolite M7,DBMET01322,Nateglinide metabolite M11/M12
DB00734,DB00734_rxn_0,1,DB00734,Risperidone,DBMET00323,9-hydroxyrisperidone
DB00736,DB00736_rxn_0,1,DB00736,Esomeprazole,DBMET01164,Active Metabolite of Esomeprazole
DB00736,DB00736_rxn_1,1,DB00736,Esomeprazole,DBMET00187,Omeprazole sulfone
DB00736,DB00736_rxn_2,1,DB00736,Esomeprazole,DBMET01657,5-O-Desmethylomeprazole
DB00736,DB00736_rxn_3,1,DB00736,Esomeprazole,DBMET00448,5-hydroxyesomeprazole
DB00737,DB00737_rxn_0,1,DB00737,Meclizine,DBMET02576,Meclizine metabolite M1
DB00737,DB00737_rxn_1,1,DB00737,Meclizine,DBMET02577,Meclizine metabolite M2
DB00740,DB00740_rxn_0,1,DB00740,Riluzole,DBMET01737,4-OH-riluzole
DB00740,DB00740_rxn_1,1,DB00740,Riluzole,DBMET01738,5-OH-riluzole
DB00740,DB00740_rxn_2,1,DB00740,Riluzole,DBMET01739,7-OH-riluzole
DB00740,DB00740_rxn_3,1,DB00740,Riluzole,DBMET01740,N-OH-riluzole
DB00741,DB00741_rxn_0,1,DB00741,Hydrocortisone,DBMET00372,6-beta-hydrocortisol
DB00741,DB00741_rxn_1,1,DB00741,Hydrocortisone,DBMET02900,5-beta Tetrahydrocortisol
DB00741,DB00741_rxn_2,1,DB00741,Hydrocortisone,DBMET02901,5-alpha Tetrahydrocortisol
DB00741,DB00741_rxn_3,1,DB00741,Hydrocortisone,DB14681,Cortisone
DB00741,DB00741_rxn_4,1,DB00741,Hydrocortisone,DBMET02905,Tetrahydrocortisol Glucuronide 1
DB00741,DB00741_rxn_5,1,DB00741,Hydrocortisone,DBMET02904,Tetrahydrocortisol Glucuronide 2
DB00741,DB00741_rxn_6,1,DB00741,Hydrocortisone,DBMET02906,Tetrahydrocortisone Glucuronide 1
DB00741,DB00741_rxn_7,1,DB00741,Hydrocortisone,DBMET02907,Tetrahydrocortisone Glucuronide 2
DB00741,DB00741_rxn_8,2,DB14681,Cortisone,DBMET02902,Tetrahydrocortisone
DB00741,DB00741_rxn_9,2,DB14681,Cortisone,DBMET02903,Dihydrocortisol
DB00742,DB00742_rxn_0,1,DB00742,Mannitol,DBMET00509,Glycogen
DB00744,DB00744_rxn_0,1,DB00744,Zileuton,DBMET00138,Hydroxyzileuton
DB00744,DB00744_rxn_1,1,DB00744,Zileuton,DBMET00139,Zileuton sulfoxide
DB00744,DB00744_rxn_2,1,DB00744,Zileuton,DBMET00140,Dehydroxyzyleuton
DB00744,DB00744_rxn_3,1,DB00744,Zileuton,DBMET00141,Zileuton O-glucuronide
DB00744,DB00744_rxn_4,2,DBMET00140,Dehydroxyzyleuton,DBMET01255,Dehydroxyzileuton sulfoxide
DB00745,DB00745_rxn_0,1,DB00745,Modafinil,DBMET00378,modafinil acid
DB00749,DB00749_rxn_0,1,DB00749,Etodolac,DBMET00148,6-Hydroxyetodolac
DB00749,DB00749_rxn_1,1,DB00749,Etodolac,DBMET00149,7-Hydroxyetodolac
DB00749,DB00749_rxn_2,1,DB00749,Etodolac,DBMET00150,Etodolac acyl glucuronide
DB00754,DB00754_rxn_0,1,DB00754,Ethotoin,DBMET00979,p-Hydroxyl-ethotoin
DB00755,DB00755_rxn_0,1,DB00755,Tretinoin,DBMET00298,4-Hydroxyretinoic acid
DB00755,DB00755_rxn_1,1,DB00755,Tretinoin,DB00982,Isotretinoin
DB00755,DB00755_rxn_2,1,DB00755,Tretinoin,DB00523,Alitretinoin
DB00755,DB00755_rxn_3,1,DB00755,Tretinoin,DBMET00453,18-Hydroxyretinoic acid
DB00755,DB00755_rxn_4,1,DB00755,Tretinoin,DBMET00454,"5,6-Epoxyretinoic acid"
DB00755,DB00755_rxn_5,1,DB00755,Tretinoin,DBMET03633,"3,4-Didehydroretinoic acid"
DB00755,DB00755_rxn_6,1,DB00755,Tretinoin,DBMET03634,Retinotaurine
DB00755,DB00755_rxn_7,1,DB00755,Tretinoin,DBMET00561,Retinoyl beta-glucuronide
DB00755,DB00755_rxn_8,2,DBMET00298,4-Hydroxyretinoic acid,DBMET00455,4-Oxoretinoic acid
DB00755,DB00755_rxn_9,2,DB00982,Isotretinoin,DBMET03635,13-cis-4-Oxoretinoic acid
DB00755,DB00755_rxn_10,2,DB00982,Isotretinoin,DBMET03636,13-cis-Retinoyl-beta-glucuronide
DB00755,DB00755_rxn_11,2,DBMET00454,"5,6-Epoxyretinoic acid",DBMET03637,"rac-5,6-Epoxy-retinoyl-beta-D-glucuronide"
DB00755,DB00755_rxn_12,2,DB00523,Alitretinoin,DBMET03638,9-cis-4-Oxoretinoic acid
DB00755,DB00755_rxn_13,3,DBMET00455,4-Oxoretinoic acid,DBMET03632,4-Oxoretinoic acid glucuronide
DB00758,DB00758_rxn_0,1,DB00758,Clopidogrel,DBMET01210,Clopidogrel carboxylic acid derivative
DB00758,DB00758_rxn_1,1,DB00758,Clopidogrel,DBMET00098,2-Oxoclopidogrel
DB00758,DB00758_rxn_2,2,DBMET00098,2-Oxoclopidogrel,DBMET01163,Active Metabolite of Clopidogrel
DB00762,DB00762_rxn_0,1,DB00762,Irinotecan,DBMET03771,APC
DB00762,DB00762_rxn_1,1,DB00762,Irinotecan,DBMET01681,NPC
DB00762,DB00762_rxn_2,1,DB00762,Irinotecan,DBMET01143,SN-38
DB00762,DB00762_rxn_3,2,DBMET01143,SN-38,DBMET03770,SN-38G
DB00762,DB00762_rxn_4,2,DBMET01681,NPC,DBMET01143,SN-38
DB00763,DB00763_rxn_0,1,DB00763,Methimazole,DBMET02759,Methimazole Epoxide Metabolite
DB00763,DB00763_rxn_1,1,DB00763,Methimazole,DBMET02768,Methimazole Sulfenic Acid Metabolite (Ring)
DB00763,DB00763_rxn_2,1,DB00763,Methimazole,DBMET02770,3-methyl-2-thiohydantoin
DB00763,DB00763_rxn_3,2,DBMET02759,Methimazole Epoxide Metabolite,DBMET02760,Methimazole Dihydrodiol Metabolite
DB00763,DB00763_rxn_4,2,DBMET02768,Methimazole Sulfenic Acid Metabolite (Ring),DBMET02769,Methimazole Sulfinic Acid Metabolite (Ring)
DB00763,DB00763_rxn_5,3,DBMET02760,Methimazole Dihydrodiol Metabolite,DBMET02761,Methimazole Glyoxal Metabolite
DB00763,DB00763_rxn_6,3,DBMET02760,Methimazole Dihydrodiol Metabolite,DBMET02762,Methimazole N-methyl Thiourea Metabolite
DB00763,DB00763_rxn_7,4,DBMET02762,Methimazole N-methyl Thiourea Metabolite,DBMET02765,Methimazole Sulfenic Acid Metabolite (Open)
DB00763,DB00763_rxn_8,5,DBMET02765,Methimazole Sulfenic Acid Metabolite (Open),DBMET02767,Methimazole Sulfinic Acid Metabolite (Open)
DB00764,DB00764_rxn_0,1,DB00764,Mometasone,DBMET00759,6-beta-hydroxy-mometasone furoate
DB00766,DB00766_rxn_0,1,DB00766,Clavulanic acid,DBMET02721,1-amino-4-hydroxybutan-2-one
DB00766,DB00766_rxn_1,1,DB00766,Clavulanic acid,DBMET02720,"2,5-dihydro-4-(2- hydroxyethyl)-5-oxo-1H-pyrrole-3-carboxylic acid"
DB00768,DB00768_rxn_0,1,DB00768,Olopatadine,DBMET00913,N-desmethyl olopatadine
DB00768,DB00768_rxn_1,1,DB00768,Olopatadine,DBMET00970,Olopatadine N-oxide
DB00770,DB00770_rxn_0,1,DB00770,Alprostadil,DBMET03612,15-keto-PGE1
DB00770,DB00770_rxn_1,2,DBMET03612,15-keto-PGE1,DBMET03613,15-keto-PGE0
DB00770,DB00770_rxn_2,3,DBMET03613,15-keto-PGE0,DBMET03614,"13,14-dihydro-PGE1"
DB00772,DB00772_rxn_0,1,DB00772,Malathion,DBMET00901,Malaoxon
DB00772,DB00772_rxn_1,1,DB00772,Malathion,DBMET00902,Malathion dicarboxylic acid
DB00772,DB00772_rxn_2,1,DB00772,Malathion,DBMET00903,Malathion monocarboxylic acid
DB00773,DB00773_rxn_0,1,DB00773,Etoposide,DBMET00853,Etoposide glucuronide
DB00773,DB00773_rxn_1,1,DB00773,Etoposide,DBMET00367,3'-demethyletoposide
DB00773,DB00773_rxn_2,1,DB00773,Etoposide,DBMET01264,Etoposide catechol
DB00773,DB00773_rxn_3,2,DBMET01264,Etoposide catechol,DBMET01265,Etoposide ortho-quinone
DB00776,DB00776_rxn_0,1,DB00776,Oxcarbazepine,DBMET01020,(R)-MHD
DB00776,DB00776_rxn_1,1,DB00776,Oxcarbazepine,DBMET02802,(S)-MHD
DB00776,DB00776_rxn_2,1,DB00776,Oxcarbazepine,DBMET02807,Oxcarbazepine sulfate metabolite
DB00776,DB00776_rxn_3,1,DB00776,Oxcarbazepine,DBMET02808,Oxcarbazepine glucuronide metabolite
DB00776,DB00776_rxn_4,2,DBMET02802,(S)-MHD,DBMET02803,"trans-10,11-dihydro-10,11-dihydroxycarbamazepine"
DB00776,DB00776_rxn_5,2,DBMET02802,(S)-MHD,DBMET02804,"cis-10,11-dihydro-10,11-dihydroxycarbamazepine"
DB00776,DB00776_rxn_6,2,DBMET01020,(R)-MHD,DBMET02803,"trans-10,11-dihydro-10,11-dihydroxycarbamazepine"
DB00776,DB00776_rxn_7,2,DBMET01020,(R)-MHD,DBMET02804,"cis-10,11-dihydro-10,11-dihydroxycarbamazepine"
DB00776,DB00776_rxn_8,2,DBMET01020,(R)-MHD,DBMET02805,(R)-MHD glucuronide metabolite
DB00776,DB00776_rxn_9,2,DBMET02802,(S)-MHD,DBMET02806,(S)-MHD glucuronide metabolite
DB00778,DB00778_rxn_0,1,DB00778,Roxithromycin,DBMET00828,descladinose roxithromycin
DB00778,DB00778_rxn_1,1,DB00778,Roxithromycin,DBMET00944,N-di-demethyl roxithromycin
DB00778,DB00778_rxn_2,1,DB00778,Roxithromycin,DBMET00947,N-mono roxithromycin
DB00779,DB00779_rxn_0,1,DB00779,Nalidixic acid,DBMET00887,Hydroxynalidixic acid
DB00780,DB00780_rxn_0,1,DB00780,Phenelzine,DB09269,Phenylacetic acid
DB00780,DB00780_rxn_1,1,DB00780,Phenelzine,DB04325,Phenethylamine
DB00780,DB00780_rxn_2,1,DB00780,Phenelzine,DBMET01955,4- hydroxyphenelzine
DB00780,DB00780_rxn_3,2,DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid
DB00780,DB00780_rxn_4,2,DB04325,Phenethylamine,DB09269,Phenylacetic acid
DB00780,DB00780_rxn_5,2,DBMET01955,4- hydroxyphenelzine,DBMET01954,4-hydroxyphenylacetic acid
DB00780,DB00780_rxn_6,3,DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid
DB00783,DB00783_rxn_0,1,DB00783,Estradiol,DBMET00567,Estradiol-17beta 3-sulfate
DB00783,DB00783_rxn_1,1,DB00783,Estradiol,DBMET00568,2-Methoxyestrone 3-glucuronide
DB00783,DB00783_rxn_2,1,DB00783,Estradiol,DBMET00332,4-hydroxyestrone
DB00783,DB00783_rxn_3,1,DB00783,Estradiol,DBMET00572,17-beta-Estradiol-3-glucuronide
DB00783,DB00783_rxn_4,1,DB00783,Estradiol,DBMET00576,2-methoxy-17beta-estradiol 3-O-(beta-D-glucuronide)
DB00783,DB00783_rxn_5,1,DB00783,Estradiol,DBMET00581,17-beta-Estradiol glucuronide
DB00783,DB00783_rxn_6,1,DB00783,Estradiol,DBMET00583,17-alpha-Estradiol-3-glucuronide
DB00783,DB00783_rxn_7,1,DB00783,Estradiol,DBMET00600,Estradiol-17alpha 3-D-glucuronoside
DB00783,DB00783_rxn_8,1,DB00783,Estradiol,DBMET00606,17-beta-estradiol 3-sulfate-17-(beta-D-glucuronide)
DB00783,DB00783_rxn_9,1,DB00783,Estradiol,DBMET00248,2-hydroxyestrone
DB00783,DB00783_rxn_10,1,DB00783,Estradiol,DBMET01658,4-Hydroxyestradiol
DB00783,DB00783_rxn_11,1,DB00783,Estradiol,DBMET00642,"17-Beta-Estradiol-3,17-beta-sulfate"
DB00783,DB00783_rxn_12,1,DB00783,Estradiol,DBMET00490,Estrone
DB00783,DB00783_rxn_13,1,DB00783,Estradiol,DBMET00248,2-hydroxyestrone
DB00783,DB00783_rxn_14,2,DBMET00642,"17-Beta-Estradiol-3,17-beta-sulfate",DBMET00490,Estrone
DB00783,DB00783_rxn_15,2,DBMET00332,4-hydroxyestrone,DBMET01658,4-Hydroxyestradiol
DB00783,DB00783_rxn_16,2,DBMET00248,2-hydroxyestrone,DBMET00247,2-hydroxyestradiol
DB00783,DB00783_rxn_17,2,DBMET00248,2-hydroxyestrone,DBMET03006,2-methoxyestrone
DB00783,DB00783_rxn_18,2,DBMET01658,4-Hydroxyestradiol,DBMET03007,4-methoxyestradiol
DB00783,DB00783_rxn_19,2,DBMET00490,Estrone,DBMET00530,Estrone sulfate
DB00783,DB00783_rxn_20,3,DBMET00490,Estrone,DBMET03004,16-alpha hydroxyestrone
DB00783,DB00783_rxn_21,4,DBMET03004,16-alpha hydroxyestrone,DBMET03005,17-Epiestriol
DB00783,DB00783_rxn_22,4,DBMET03004,16-alpha hydroxyestrone,DBMET00492,Estriol
DB00784,DB00784_rxn_0,1,DB00784,Mefenamic acid,DBMET01702,3-hydroxymethyl mefenamic aci
DB00787,DB00787_rxn_0,1,DB00787,Acyclovir,DBMET02605,8-hydroxy-acyclovir
DB00787,DB00787_rxn_1,1,DB00787,Acyclovir,DBMET00782,9-carboxymethoxymethylguanine
DB00788,DB00788_rxn_0,1,DB00788,Naproxen,DBMET00159,O-Desmethylnaproxen
DB00788,DB00788_rxn_1,1,DB00788,Naproxen,DBMET00160,Naproxen O-glucuronide
DB00788,DB00788_rxn_2,2,DBMET00159,O-Desmethylnaproxen,DBMET01259,O-Desmethylnaproxen sulfate
DB00788,DB00788_rxn_3,2,DBMET00159,O-Desmethylnaproxen,DBMET01260,O-Desmethylnaproxen acyl glucuronide
DB00788,DB00788_rxn_4,2,DBMET00159,O-Desmethylnaproxen,DBMET01261,O-Desmethylnaproxen O-glucuronide
DB00790,DB00790_rxn_0,1,DB00790,Perindopril,DBMET00984,Perindopril Acyl-beta-D-glucuronide
DB00790,DB00790_rxn_1,1,DB00790,Perindopril,DBMET00985,Perindoprilat
DB00790,DB00790_rxn_2,1,DB00790,Perindopril,DBMET00986,Perindoprilat glucuronide
DB00794,DB00794_rxn_0,1,DB00794,Primidone,DBMET00285,Phenobarbital
DB00794,DB00794_rxn_1,1,DB00794,Primidone,DBMET02951,Phenylethylmalonamide (PEMA)
DB00795,DB00795_rxn_0,1,DB00795,Sulfasalazine,DB00244,Mesalazine
DB00795,DB00795_rxn_1,1,DB00795,Sulfasalazine,DB00891,Sulfapyridine
DB00795,DB00795_rxn_2,2,DB00244,Mesalazine,DBMET00924,N-acetyl-5-ASA (Ac-5-ASA)
DB00795,DB00795_rxn_3,2,DB00891,Sulfapyridine,DBMET03572,N4-acetylsulfapyridine
DB00795,DB00795_rxn_4,2,DB00891,Sulfapyridine,DBMET03575,5'-hydroxysulfapyridine
DB00795,DB00795_rxn_5,3,DBMET03572,N4-acetylsulfapyridine,DBMET03573,N4-acetyl-5'-hydroxysulfapyridine
DB00795,DB00795_rxn_6,3,DBMET03575,5'-hydroxysulfapyridine,DBMET03573,N4-acetyl-5'-hydroxysulfapyridine
DB00795,DB00795_rxn_7,3,DBMET03575,5'-hydroxysulfapyridine,DBMET03576,5'-hydroxysulfapyridine-O-glucuronide
DB00795,DB00795_rxn_8,4,DBMET03573,N4-acetyl-5'-hydroxysulfapyridine,DBMET03574,N4-acetyl-5'-hydroxysulfapyridine-O-glucuronide
DB00795,DB00795_rxn_9,4,DBMET03573,N4-acetyl-5'-hydroxysulfapyridine,DBMET03574,N4-acetyl-5'-hydroxysulfapyridine-O-glucuronide
DB00795,DB00795_rxn_10,4,DBMET03576,5'-hydroxysulfapyridine-O-glucuronide,DBMET03574,N4-acetyl-5'-hydroxysulfapyridine-O-glucuronide
DB00796,DB00796_rxn_0,1,DB00796,Candesartan cilexetil,DB13919,Candesartan
DB00796,DB00796_rxn_1,2,DB13919,Candesartan,DBMET00005,O-Deethylated candesartan
DB00796,DB00796_rxn_2,2,DB13919,Candesartan,DBMET00006,Candesartan N2-glucuronide
DB00796,DB00796_rxn_3,2,DB13919,Candesartan,DBMET00007,Candesartan O-glucuronide
DB00799,DB00799_rxn_0,1,DB00799,Tazarotene,DBMET01005,Tazarotenic acid
DB00802,DB00802_rxn_0,1,DB00802,Alfentanil,DBMET01579,N-phenylpropionamide
DB00802,DB00802_rxn_1,1,DB00802,Alfentanil,DBMET01580,"2-(4-ethyl-5-oxo-1,2,3,4-tetrazol-1-yl)acetaldehyde"
DB00802,DB00802_rxn_2,1,DB00802,Alfentanil,DBMET00345,AMX
DB00802,DB00802_rxn_3,1,DB00802,Alfentanil,DBMET00346,noralfentanil
DB00805,DB00805_rxn_0,1,DB00805,Minaprine,DBMET01705,4-Hydroxyminaprine
DB00806,DB00806_rxn_0,1,DB00806,Pentoxifylline,DB12406,Lisofylline
DB00806,DB00806_rxn_1,1,DB00806,Pentoxifylline,DBMET03229,(S)-M1
DB00806,DB00806_rxn_2,1,DB00806,Pentoxifylline,DBMET03232,"M4, Pentoxifylline C-5 carboxylic acid"
DB00806,DB00806_rxn_3,1,DB00806,Pentoxifylline,DBMET03233,"M5, Pentoxifylline C-4 carboxylic acid"
DB00806,DB00806_rxn_4,1,DB00806,Pentoxifylline,DBMET03234,"M6, 7-demethylated pentoxifylline"
DB00806,DB00806_rxn_5,2,DB12406,Lisofylline,DBMET03230,"M2, Pentoxifylline external diol"
DB00806,DB00806_rxn_6,2,DB12406,Lisofylline,DBMET03231,"M3, Pentoxifylline internal diol"
DB00806,DB00806_rxn_7,2,DB12406,Lisofylline,DBMET03235,"M7, 7-demethylated M1 Pentoxifylline"
DB00806,DB00806_rxn_8,2,DBMET03229,(S)-M1,DBMET03235,"M7, 7-demethylated M1 Pentoxifylline"
DB00808,DB00808_rxn_0,1,DB00808,Indapamide,DBMET01331,Indapamide metabolite M5
DB00808,DB00808_rxn_1,1,DB00808,Indapamide,DBMET01334,Indapamide metabolite M1
DB00808,DB00808_rxn_2,1,DB00808,Indapamide,DBMET01336,Indapamide epoxide intermediate
DB00808,DB00808_rxn_3,2,DBMET01331,Indapamide metabolite M5,DBMET01332,Indapamide metabolite M4
DB00808,DB00808_rxn_4,2,DBMET01334,Indapamide metabolite M1,DBMET01335,Indapamide metabolite M3
DB00808,DB00808_rxn_5,2,DBMET01336,Indapamide epoxide intermediate,DBMET01337,Indapamide metabolite M6
DB00808,DB00808_rxn_6,2,DBMET01336,Indapamide epoxide intermediate,DBMET03145,Indapamide glutathione conjugate M7
DB00808,DB00808_rxn_7,3,DBMET01332,Indapamide metabolite M4,DBMET01333,Indapamide metabolite M2
DB00808,DB00808_rxn_8,3,DBMET01335,Indapamide metabolite M3,DBMET01333,Indapamide metabolite M2
DB00813,DB00813_rxn_0,1,DB00813,Fentanyl,DBMET00341,norfentanyl
DB00813,DB00813_rxn_1,1,DB00813,Fentanyl,DBMET02568,Despropionylfentanyl
DB00813,DB00813_rxn_2,1,DB00813,Fentanyl,DBMET02569,Hydroxyfentanyl
DB00813,DB00813_rxn_3,2,DBMET02569,Hydroxyfentanyl,DBMET02570,Hydroxynorfentanyl
DB00814,DB00814_rxn_0,1,DB00814,Meloxicam,DBMET00755,5'-hydroxymethyl meloxicam
DB00814,DB00814_rxn_1,2,DBMET00755,5'-hydroxymethyl meloxicam,DBMET00754,5'-carboxy meloxicam
DB00816,DB00816_rxn_0,1,DB00816,Orciprenaline,DBMET00975,Orciprenaline-3-O-sulfate
DB00818,DB00818_rxn_0,1,DB00818,Propofol,DBMET01729,4-OH-propofol
DB00818,DB00818_rxn_1,1,DB00818,Propofol,DBMET00193,4-Hydroxypropofol
DB00818,DB00818_rxn_2,1,DB00818,Propofol,DBMET00194,Propofol glucuronide
DB00818,DB00818_rxn_3,2,DBMET00194,Propofol glucuronide,DBMET01311,1-Quinol glucuronide
DB00818,DB00818_rxn_4,2,DBMET00193,4-Hydroxypropofol,DBMET01311,1-Quinol glucuronide
DB00818,DB00818_rxn_5,2,DBMET00193,4-Hydroxypropofol,DBMET01312,4-Quinol sulfate
DB00820,DB00820_rxn_0,1,DB00820,Tadalafil,DBMET03416,Tadalafil catechol metabolite
DB00820,DB00820_rxn_1,2,DBMET03416,Tadalafil catechol metabolite,DBMET03417,Tadalafil methylcatechol metabolite
DB00820,DB00820_rxn_2,3,DBMET03417,Tadalafil methylcatechol metabolite,DBMET03418,Tadalafil methylcatechol glucuronide metabolite
DB00825,DB00825_rxn_0,1,DB00825,Levomenthol,DBMET01828,"p-Menthane-3,-8-diol"
DB00829,DB00829_rxn_0,1,DB00829,Diazepam,DBMET00831,desmethyldiazepam
DB00829,DB00829_rxn_1,1,DB00829,Diazepam,DB14028,Nordazepam
DB00829,DB00829_rxn_2,1,DB00829,Diazepam,DB00231,Temazepam
DB00829,DB00829_rxn_3,1,DB00829,Diazepam,DBMET00246,Oxazepam
DB00829,DB00829_rxn_4,2,DB14028,Nordazepam,DBMET00246,Oxazepam
DB00829,DB00829_rxn_5,2,DB00231,Temazepam,DBMET00246,Oxazepam
DB00829,DB00829_rxn_6,2,DB14028,Nordazepam,DBMET01219,Nordiazepam O-glucuronide
DB00834,DB00834_rxn_0,1,DB00834,Mifepristone,DBMET01703,Monodemethylated mifepristone
DB00834,DB00834_rxn_1,1,DB00834,Mifepristone,DBMET01704,17alpha-hydroxymifepristone
DB00836,DB00836_rxn_0,1,DB00836,Loperamide,DBMET03539,Loperamide-N-oxide
DB00836,DB00836_rxn_1,1,DB00836,Loperamide,DBMET03540,Loperamide carbinolamide metabolite
DB00836,DB00836_rxn_2,1,DB00836,Loperamide,DBMET01697,N-Desmethyloperamide
DB00842,DB00842_rxn_0,1,DB00842,Oxazepam,DBMET00650,Oxazepam glucuronide
DB00843,DB00843_rxn_0,1,DB00843,Donepezil,DBMET02730,6-O-desmethyl donepezil
DB00843,DB00843_rxn_1,1,DB00843,Donepezil,DBMET02731,"M1 metabolite, Donepezil"
DB00843,DB00843_rxn_2,1,DB00843,Donepezil,DBMET02732,"M2, Donepezil"
DB00843,DB00843_rxn_3,1,DB00843,Donepezil,DBMET02735,"M4, Donepezil"
DB00843,DB00843_rxn_4,1,DB00843,Donepezil,DBMET02736,"M6, Donepezil"
DB00843,DB00843_rxn_5,2,DBMET02731,"M1 metabolite, Donepezil",DBMET02733,"M11, Donepezil"
DB00843,DB00843_rxn_6,2,DBMET02732,"M2, Donepezil",DBMET02734,"M12, Donepezil"
DB00849,DB00849_rxn_0,1,DB00849,Methylphenobarbital,DBMET00285,Phenobarbital
DB00850,DB00850_rxn_0,1,DB00850,Perphenazine,DBMET01720,N-Dealkylated perphenazine
DB00850,DB00850_rxn_1,1,DB00850,Perphenazine,DBMET01721,Perphenazine sulfoxide
DB00852,DB00852_rxn_0,1,DB00852,Pseudoephedrine,DBMET02950,Norpseudoephedrine
DB00853,DB00853_rxn_0,1,DB00853,Temozolomide,DBMET03266,Temozolomide carboxylic acid metabolite (TMA)
