drugbank_id,name,cas_number,unii
DB11691,Naldemedine tosylate,1345728-04-2,V1N8F1RVVO
DB11695,Carnosine Hydrochloride,5852-99-3,5II09M0I3L
DB11695,Carnosine Nitrate,5852-98-2,1059P8M705
DB11699,Tropisetron Hydrochloride,105826-92-4,A19338Q2YO
DB11699,Tropisetron Mesylate,833482-77-2,X2V6FDY03T
DB11700,Setmelanotide acetate,1504602-49-6,224I1W20I7
DB11703,Acalabrutinib maleate monohydrate,2641500-53-8,9GP2BPG9NS
DB11706,Raxatrigine Hydrochloride,934240-31-0,7L3OLR4M8T
DB11706,Raxatrigine Mesylate,934240-35-4,JT4TDV7491
DB11710,Trigonellamide Chloride,1005-24-9,L54XNJ1D5G
DB11711,Navarixin monohydrate,862464-58-2,7V3BY6G538
DB11723,Dutogliptin Tartrate,890402-81-0,79QH89EV9M
DB11724,Bombesin dihydrochloride,33910-70-2,7LN1X0A80V
DB11726,Encenicline hydrochloride,550999-74-1,VYV1YE9W06
DB11730,Ribociclib hydrochloride,1211443-80-9,63YF7YKW7E
DB11730,Ribociclib succinate,1374639-75-4,BG7HLX2919
DB11732,Lasmiditan succinate,439239-92-6,W64YBJ346B
DB11737,Icotinib hydrochloride,1204313-51-8,JTD32I0J83
DB11738,Rilmenidine Phosphate,85409-38-7,59QD64Q32M
DB11744,Epetraborole Hydrochloride,1234563-16-6,MM0NZY12FA
DB11745,Otenabant hydrochloride,686347-12-6,X2166Z319O
DB11751,Cabotegravir sodium,1051375-13-3,3L12PT535M
DB11753,Rifamycin sodium,14897-39-3,32086GS35Z
DB11758,Cenicriviroc mesylate,497223-28-6,R96TV84T21
DB11759,Pevonedistat Hydrochloride,1160295-21-5,28I8PCX76B
DB11760,Talazoparib tosylate,1373431-65-2,02WK9U5NZC
DB11761,Tenapanor hydrochloride,1234365-97-9,50605O2ZNS
DB11763,Momelotinib dihydrochloride,1380317-28-1,RBH995N496
DB11763,Momelotinib dihydrochloride monohydrate,1841094-17-4,LDX8893L5D
DB11774,Pazufloxacin Mesilate,163680-77-1,2XI226J1HS
DB11775,Pf 03758309 Hydrochloride,1279034-84-2,BS52H27235
DB11779,Danoprevir sodium,916826-48-7,217RJI972K
DB11783,Imidapril hydrochloride,89396-94-1,7NSF9GG1NU
DB11785,Anisodamine Hydrochloride,131674-05-0,13NCM8S773
DB11787,Ralimetinib Mesylate,862507-23-1,QUW7B71FO9
DB11789,Sodium hyodeoxycholate,10421-49-5,HBY71R8HO2
DB11790,Radafaxine Hydrochloride,106083-71-0,SYD411HZ3S
DB11791,Capmatinib hydrochloride,1865733-40-9,C2A374O70X
DB11793,Niraparib hydrochloride,1038915-64-8,L4JFC1PHCI
DB11793,Niraparib tosylate,1038915-73-9,75KE12AY9U
DB11793,Niraparib tosylate monohydrate,1613220-15-7,195Q483UZD
DB11796,Fostemsavir tromethamine,864953-39-9,2X513P36U0
DB11799,Bictegravir sodium,1807988-02-8,4L5MP1Y7W7
DB11800,Tivozanib hydrochloride,682745-41-1,8A9H4VK35Z
DB11807,Dexmecamylamine Hydrochloride,107596-30-5,W3079LM7E7
DB11808,Faldaprevir sodium,1215856-44-2,1494Q15E7Z
DB11809,Artefenomel Mesylate,1029939-87-4,PXW0Q9H3IJ
DB11812,Talaporfin Sodium,220201-34-3,L63605PZ70
DB11815,Tilarginine acetate,53308-83-1,2FL3530AF2
DB11815,Tilarginine citrate,209913-88-2,O529X01226
DB11815,Tilarginine hydrochloride,156706-47-7,0MT60FH25O
DB11819,Asp 4058 Hydrochloride,952510-14-4,9Q305243EU
DB11823,Esketamine hydrochloride,33643-47-9,L8P1H35P2Z
DB11824,Tofogliflozin hydrate,1201913-82-7,P8DD8KX4O4
DB11827,Ertugliflozin pidolate,1210344-83-4,MLU731K321
DB11828,Neratinib maleate,915942-22-2,9RM7XY23ZS
DB11829,Ruboxistaurin hydrochloride,169939-93-9,6496V4OCZN
DB11829,Ruboxistaurin mesylate,192050-59-2,6V860VW8AO
DB11830,Mocetinostat Dihydrobromide,944537-89-7,4V9P667Y2G
DB11832,Crenolanib besylate,670220-93-6,MC4B01024K
DB11836,Sapanisertib Diphosphate,1422006-45-8,6AXE5IZ00D
DB11836,Sapanisertib Hydrochloride,1422006-46-9,9T2Z08R92D
DB11837,Osilodrostat phosphate,1315449-72-9,Y6581YAW9V
DB11842,Angiotensin II acetate,32044-01-2,31L3HS630A
DB11846,Creatinine Sulfate,31377-28-3,6LPJ42D59W
DB11854,Astodrimer Sodium,676271-69-5,8Q3B8SV59L
DB11885,Anlotinib hydrochloride,1360460-82-7,A3749M6582
DB11886,Infigratinib acetate,1310746-17-8,03D0789NYP
DB11886,Infigratinib hydrochloride,1310746-15-6,WY8VD4RV77
DB11886,Infigratinib mesylate,1310746-12-3,E223Z0KWCC
DB11886,Infigratinib phosphate,1310746-10-1,58BH47BV6S
DB11890,Cilengitide hydrochloride,188969-00-8,SW9AYG2XI2
DB11891,Fimepinostat mesylate,1401998-36-4,B618F4630I
DB11895,Lenomorelin acetate,,4492AYV7VO
DB11904,Flumatinib Mesylate,895519-91-2,95Y8L63NBC
DB11909,Varespladib Sodium,172733-42-5,F6M52CDT0W
DB11912,Lanopepden Mesylate,1441390-17-5,YW25HPP501
DB11915,Valbenazine tosylate,1639208-54-0,5SML1T733B
DB11918,Guadecitabine Sodium,929904-85-8,0RB89YH367
DB11924,Safingol Hydrochloride,139755-79-6,30MA50WJ4N
DB11929,Vaniprevir potassium,1269195-08-5,W0LRK0QD50
DB11935,Flomoxef Sodium,92823-03-5,445HIB8XNF
DB11938,Difelikefalin acetate,1024829-44-4,0P70AR5BYB
DB11941,Tasisulam Sodium,519055-63-1,O3955SHR9J
DB11943,Delafloxacin meglumine,352458-37-8,N7V53U4U4T
DB11947,Pridopidine Hydrochloride,882737-42-0,QH6KD74EGF
DB11949,Vestipitant mesylate,334476-64-1,OWR424W90Q
DB11957,Idalopirdine Hydrochloride,467458-02-2,545BT5182Y
DB11960,Carboxyamidotriazole orotate,187739-60-2,776C212QQH
DB11963,Dacomitinib monohydrate,1042385-75-0,5092U85G58
DB11969,Uprosertib Hydrochloride,1047635-80-2,50IE5H22B2
DB11975,TAK-448 acetate,1470374-22-1,F5X2S8T7CV
DB11977,Golvatinib Tartrate,1007601-96-8,47S9L68C0N
DB11978,Glasdegib hydrochloride,1095173-64-0,4Y7R3PBO4V
DB11978,Glasdegib maleate,2030410-25-2,TH2EV99S4Z
DB11979,Elagolix sodium,832720-36-2,5948VUI423
DB11981,Elamipretide hydrochloride,2244098-12-0,E40WZ3BK2D
DB11995,Avatrombopag maleate,677007-74-8,GDW7M2P1IS
DB12001,Abemaciclib mesylate,1231930-82-7,KKT462Q807
DB12004,Briciclib Sodium,865784-01-6,7C9N0VM8NR
DB12008,Prexasertib dihydrochloride,1234015-54-3,9RFT476U2L
DB12008,Prexasertib mesylate monohydrate,1234015-57-6,S4D3L195S4
DB12010,Fostamatinib disodium,914295-16-2,86EEZ49YVB
DB12013,Axelopran Sulfate,949904-50-1,8OJM0A31U9
DB12017,Ozagrel Hydrochloride,78712-43-3,W222U960HS
DB12017,Ozagrel Sodium,189224-26-8,4X5577N3ET
DB12020,Tecovirimat monohydrate,1162664-19-8,SB96YO2BR8
DB12022,Evatanepag Sodium,223490-49-1,U6GMO13KCQ
DB12035,Sarecycline hydrochloride,1035979-44-2,36718856JR
DB12036,Naquotinib Mesylate,1448237-05-5,12T09LV21O
DB12046,Atopaxar Hydrochloride,474544-83-7,8J718S3ET9
DB12054,Bq 123 Sodium,136655-57-7,05427HSQ1I
DB12061,Pardoprunox Hydrochloride,269718-83-4,U40903X6V8
DB12062,Volasertib trihydrochloride,946161-17-7,O72812O5MN
DB12068,T 900607 Sodium,261944-77-8,4L9Y5UF2Q2
DB12071,Vabicaserin Hydrochloride,887258-94-8,2759C7222C
DB12086,Oxitropium bromide,30286-75-0,SF4NW7NH7C
DB12088,D-Phe-Cys-Tyr-D-Trp-Lys-Cys-Thr-NH2 (disulfide bridge: 2-6) acetate,,QRJ8C05E9C
DB12091,Gadolinium Chloride,10138-52-0,P7082WY76D
DB12093,Tetrahydropalmatine Hydrochloride,4880-82-4,RH72T8K75E
DB12094,Semapimod mesylate,872830-80-3,8W415THB21
DB12094,Semapimod tetrahydrochloride,164301-51-3,A16WYQ522A
DB12095,Telotristat etiprate,1137608-69-5,3T25U84H4U
DB12105,Imagabalin Hydrochloride,610300-00-0,MJ3F8ZA7Q1
DB12110,m-Chlorophenylpiperazine dihydrochloride,51639-49-7,MY02G3EAXQ
DB12110,m-Chlorophenylpiperazine hydrochloride,13078-15-4,7IM2GS7ILV
DB12111,MK-212 hydrochloride,61655-58-1,8722D514RX
DB12123,Cinepazide Maleate,26328-04-1,Y35B3VA60V
DB12127,Sultamicillin hydrochloride,76203-99-1,SUI1Z5PXSN
DB12127,Sultamicillin tosilate,83105-70-8,46940LU8EO
DB12128,Ulimorelin Hydrochloride,951326-02-6,662MCS79XH
DB12134,Gepotidacin Hydrochloride,1075235-46-9,30Z5B7ACV6
DB12134,Gepotidacin Mesylate,1624306-20-2,5P7X0H2O6B
DB12140,Dilmapimod tosylate,937169-00-1,7R1193W65J
DB12141,Gilteritinib fumarate,1254053-84-3,5RZZ0Z1GJT
DB12143,Agn 203818 Hydrochloride,1021954-16-4,1C25MR0H0E
DB12146,Rigosertib Sodium,592542-60-4,406FL5G00V
DB12151,Brincidofovir sodium,496765-79-8,8UN8SA9Z5C
DB12153,Citicoline sodium,33818-15-4,7XQ5AKD9YD
DB12154,Itacitinib adipate,1334302-63-4,XZG407XE0Y
DB12163,Sarpogrelate Hydrochloride,135159-51-2,FQN8N8QP1B
DB12184,Gepirone Hydrochloride,83928-66-9,80C9L8EP6V
DB12185,Exatecan Mesylate,197720-53-9,D2VJ1CC26Q
DB12190,Faropenem Sodium,122547-49-3,7O46G914RQ
DB12191,Obatoclax mesylate,803712-79-0,39200FJ43J
DB12192,Emeramide Potassium,406676-54-8,X5D79X18ST
DB12192,Emeramide Sodium,439602-51-4,E08TDQ7NT5
DB12196,CP-866087 Mesylate,519052-03-0,C11T0WZN2R
DB12207,Verdinexor Hydrochloride,1421923-73-0,3R2O141875
DB12212,Landiolol hydrochloride,144481-98-1,G8HQ634Y17
DB12220,Org 25935 Hydrochloride,1146978-08-6,H6MSM69SSM
DB12225,Beclabuvir hydrochloride,958002-36-3,3KU5345YJF
DB12228,Telcagepant potassium,953077-35-5,L303VER2NG
DB12229,Cerlapirdine Hydrochloride,925447-04-7,2VCB4037GE
DB12230,Bunazosin hydrochloride,52712-76-2,18V54TZ7U6
DB12234,BMS-214662 hydrochloride,195981-08-9,2ZRT8VWQ9J
DB12234,BMS-214662 mesylate,474010-58-7,CY68RYB4QI
DB12235,Estetrol monohydrate,2055649-81-3,KC3GI9UM9V
DB12248,Tulobuterol Hydrochloride,56776-01-3,VNC12181T0
DB12251,Moxaverine Hydrochloride,1163-37-7,6R0I0E99CN
DB12264,Atevirdine Mesylate,138540-32-6,A948D8673W
DB12273,Ecopipam Hydrochloride,190133-94-9,5X1J3190JI
DB12277,Polihexanide hydrochloride,32289-58-0,4XI6112496
DB12278,Propiverine hydrochloride,54556-98-8,DC4GZD10H3
DB12282,Defactinib Hydrochloride,1073160-26-5,L2S469LM49
DB12283,Balapiravir Hydrochloride,690270-65-6,C860V13650
DB12289,Darexaban Maleate,365462-24-4,03RTP2436R
DB12293,Nefopam hydrochloride,23327-57-3,685J48E13W
DB12305,Dasotraline Hydrochloride,675126-08-6,1VIY7J4C0I
DB12313,Dopexamine Hydrochloride,86484-91-5,0VN909S60Y
DB12314,Chlorproguanil hydrochloride,6001-93-0,6T04V14CU9
DB12321,Ifetroban Sodium,156715-37-6,48IJA0E92C
DB12329,Eravacycline dihydrochloride,1334714-66-7,WK1NMH89VJ
DB12332,Rucaparib camsylate,1859053-21-6,41AX9SJ8KO
DB12332,Rucaparib phosphate,459868-92-9,H3M9955244
DB12333,Amcipatricin diascorbate,202748-83-2,7T591796IJ
DB12339,Radezolid hydrochloride,869884-77-5,37CW568NXL
DB12340,Navitoclax dihydrochloride,1093851-28-5,W8FZ00AY2S
DB12343,Temocillin Sodium,61545-06-0,96IIP39ODH
DB12353,Ulodesine Hydrochloride,615580-53-5,O0JCK72YU4
DB12357,BMS-863233 hydrochloride,1169562-71-3,JG305JRH1Z
DB12359,Biib021 Mesylate,1225041-97-3,389JLN330H
DB12369,Sotrastaurin acetate,908351-31-5,R1SIA15KZ1
DB12371,Siponimod fumarate,1234627-85-0,Z7G02XZ0M6
DB12375,Oglemilast Sodium,,0J3S7PC0H3
DB12377,Relebactam sodium,1502858-91-4,EX0546AJ8R
DB12389,Zamicastat hydrochloride,1383828-47-4,PXQ9G79I10
DB12390,Seladelpar lysine,928821-40-3,N1429130KR
DB12392,Resminostat mesylate,,
DB12394,Eleclazine Hydrochloride,1448754-43-5,4R1JP3Q4HI
DB12402,Pumosetrag Hydrochloride,194093-42-0,UVW44TKU66
DB12403,Samarium Chloride,10361-82-7,5J4QGH7J16
DB12404,Remimazolam besylate,1001415-66-2,280XQ6482H
DB12404,Remimazolam tosylate,1425904-79-5,9J7J08A8LT
DB12405,Triciribine phosphate,,
DB12418,Saccharin calcium,6381-91-5,5101OP7P2I
DB12418,Saccharin potassium,10332-51-1,K2BEG3J28N
DB12418,Saccharin sodium,6155-57-3,SB8ZUX40TY
DB12442,Alvespimycin hydrochloride,467214-21-7,612K359T69
DB12455,Omadacycline tosylate,1075240-43-5,5658Y89YCD
DB12457,Rimegepant sulfate,1374024-48-2,1383NM3Q0H
DB12458,Muscimol hydrobromide,18174-72-6,GZZ5MBX4M3
DB12459,Belotecan hydrochloride,213819-48-8,01DZ4127G7
DB12471,Ibrexafungerp citrate,1965291-08-0,M4NU2SDX3E
DB12471,Ibrexafungerp phosphate,1965291-14-8,76HJ8T68WO
DB12483,Copanlisib dihydrochloride,1402152-13-9,03ZI7RZ52O
DB12483,Copanlisib dihydrochloride hydrate,1402152-46-8,W421JK3CPA
DB12500,Fedratinib hydrochloride,1374744-69-0,UH9J2HBQWJ
DB12526,Batefenterol succinate,945905-37-3,552KVF22JT
DB12543,Samidorphan L-malate,1204592-75-5,0AJQ5N56E0
DB12554,Mebeverine hydrochloride,2753-45-9,15VZ5AL4JN
DB12577,Fosbretabulin tromethamine,404886-32-4,GBW044919E
DB12597,Asciminib hydrochloride,2119669-71-3,C5U34S9XFV
DB12598,Nafamostat mesylate,82956-11-4,1D2T74921W
DB12604,Sisomicin sulfate,53179-09-2,K14444371C
DB12612,Ozanimod hydrochloride,1618636-37-5,3UPR33JAAM
DB12615,Plazomicin sulfate,1380078-95-4,A78L6MT746
DB12624,Octenidine dihydrochloride,70775-75-6,U84956NU4B
DB12638,Zelavespib dihydrochloride,2249878-50-8,ZEO4G69K8S
DB12645,Givinostat hydrochloride monohydrate,,
DB12664,Indantadol hydrochloride,202914-18-9,YHA48V735B
DB12668,Metenkefalin acetate,82362-17-2,RBM01752JM
DB12692,Gusperimus hydrochloride,85468-01-5,QZS4144IO0
DB12712,Pilsicainide hydrochloride,88069-49-2,03C8I9296V
DB12742,Amuvatinib hydrochloride,1055986-67-8,14L8O2K12B
DB12755,Zoptarelin doxorubicin acetate,1928750-34-8,4IA03SIO30
DB12766,Cicletanine hydrochloride,82747-56-6,T0SY6373OQ
DB12769,Lometrexol sodium,120408-07-3,US81N1145T
DB12777,Veldoreotide acetate,,9F2286627L
DB12778,Rivipansel sodium,1189037-60-2,11AEN6VWDN
DB12783,Benserazide hydrochloride,14919-77-8,B66E5RK36Q
DB12784,Ilginatinib maleate,1354799-87-3,8P0KTT2T1Z
DB12825,Lefamulin acetate,1350636-82-6,HDN0B924X4
DB12831,Gabexate mesylate,56974-61-9,E3Q07L0649
DB12846,Reproterol hydrochloride,13055-82-8,Y4I1COJ8W8
DB12865,Etelcalcetide hydrochloride,1334237-71-6,72PT5993DU
DB12874,Quizartinib dihydrochloride,1132827-21-4,WK7Q6ZIZ10
DB12879,Omigapil maleate,200189-97-5,3Q69BFZ4OP
DB12882,Ombrabulin hydrochloride,253426-24-3,KXZ9NDO6H0
DB12883,Eltoprazine hydrochloride,98206-09-8,5275JY4PKD
DB12887,Tazemetostat hydrobromide,1467052-75-0,6P89T5M073
DB12901,Fiacitabine hydrochloride,,
DB12923,Gallopamil Hydrochloride,16662-46-7,VT4VR32A0T
DB12930,Opipramol hydrochloride,909-39-7,B49OBI656M
DB12931,Fenobam hydrochloride,,18X2C0C12Z
DB12931,Fenobam monohydrate,63540-28-3,07O6708M02
DB12942,Lactitol monohydrate,81025-04-9,UH2K6W1Y64
DB12945,Dihydralazine sulfate,7327-87-9,1C2B1W91NK
DB12958,Prothipendyl hydrochloride,1225-65-6,7610629RVH
DB12958,Prothipendyl hydrochloride monohydrate,70145-94-7,9G1ILH80SA
DB12967,Mitoguazone dihydrochloride,7059-23-6,NNI098FX5Q
DB12975,Pyronaridine tetraphosphate,,2T289F9ACO
DB12978,Pexidartinib hydrochloride,2040295-03-0,YS6WAI3XN7
DB12997,Brilacidin tetrahydrochloride,1224095-99-1,CM3HYX69SK
DB13001,Tinoridine hydrochloride,25913-34-2,05IIB89IVA
DB13005,Rebastinib tosylate,1033893-29-6,042A5NJE6B
DB13025,Tiapride hydrochloride,51012-33-0,25N106WEDO
DB13061,MLN8054 sodium,869366-15-4,931G05H22J
DB13064,Tramazoline hydrochloride,3715-90-0,4DG710Q678
DB13069,Nimustine hydrochloride,55661-38-6,DFR965WKBU
DB13074,Macimorelin acetate,945212-59-9,AQZ1003RMG
DB13076,Yttrium-90 chloride,39271-65-3,TN98A27Q17
DB13076,Yttrium-90 citrate,67023-60-3,J8L3BWC4BD
DB13080,Roluperidone hydrochloride,1937215-88-7,WFL7TF8DTP
DB13084,Pyritinol hydrochloride,60479-98-3,0OE436N2Y2
DB13089,Enoxolone aluminum,4598-66-7,E3P03E2A65
DB13089,Enoxolone sodium,2508-76-1,E15REE98CW
DB13089,Potassium glycyrrhetinate,85985-61-1,5850KHR68O
DB13091,Tiropramide hydrochloride,53567-47-8,9523013Y6R
DB13092,Meclocycline sulfosalicylate,73816-42-9,46VZA7RX2B
DB13098,CT-2584 mesylate,353525-62-9,6YX1G1VY8K
DB13103,Camsirubicin hydrochloride,236095-24-2,QFO4NOX87K
DB13105,TP-317,,AH6WA47YR3
DB13115,Saroglitazar magnesium,1639792-20-3,K8V5DLS63R
DB13139,Levosalbutamol hydrochloride,50293-90-8,WDQ1526QJM
DB13139,Levosalbutamol sulfate,148563-16-0,71TH42O2CQ
DB13139,Levosalbutamol tartrate,661464-94-4,ADS4I3E22M
DB13142,Calcium glubionate,12569-38-9,3CF7K0SD0Q
DB13155,Esculin sodium,96997-92-1,951F046A5J
DB13158,Clobetasone butyrate,25122-57-0,8U0H6XI6EO
DB13161,Nusinersen sodium,,4CHB7QQU1Q
DB13165,Ripasudil hydrochloride dihydrate,887375-67-9,016TTR32QF
DB13166,Zofenopril calcium,81938-43-4,88ZQ329PU2
DB13180,Sodium gluconate,527-07-1,R6Q3791S76
DB13181,Methylbenactyzium bromide,3166-62-9,M35Q3X4F69
DB13190,Ethacridine lactate,1837-57-6,7T7T2I9823
DB13190,Ethacridine lactate monohydrate,6402-23-9,V5IL571C1T
DB13191,Phosphocreatine sodium,922-32-7,79577SJY6E
DB13203,Bamifylline hydrochloride,20684-06-4,66466QLM3S
DB13206,Bamethan sulfate,5716-20-1,W2L3E1W827
DB13211,Guanoxan sulfate,5714-04-5,N6IT80R85G
DB13216,Oxolamine citrate,1949-20-8,K5X4XBR694
DB13216,Oxolamine phosphate,131378-45-5,DMG78UE3PU
DB13229,Enibomal sodium,3329-16-6,M2BUZ8YH0F
DB13233,Alaproclate hydrochloride,60719-83-7,NIH506S9US
DB13235,Sodium perborate,7632-04-4,Y52BK1W96C
DB13235,Sodium perborate monohydrate,10332-33-9,Y9UKD0XE6F
DB13238,Tuaminoheptane sulfate,6411-75-2,WZK5LN5CNW
DB13247,Pramiracetam sulfate,72869-16-0,OP7O7MNS9P
DB13254,Prifinium bromide,4630-95-9,3B7O9ZC520
DB13257,Ferrous sulfate,7782-63-0,39R4TAN1VT
DB13257,Ferrous sulfate dihydrate,10028-21-4,G0Z5449449
DB13257,Ferrous sulfate monohydrate,17375-41-6,RIB00980VW
DB13257,Ferrous sulfate sesquihydrate,13463-43-9,1OA214846O
DB13260,Lysozyme chloride,9066-59-5,4YRW73H69V
DB13262,Aceclidine hydrochloride,6109-70-2,3B22O325Q6
DB13266,Cefatrizine propylene glycolate,64217-62-5,3731IA5GI9
DB13270,Dibekacin sulfate,58580-55-5,A0869I992Z
DB13273,Sultopride hydrochloride,23694-17-9,8Q6926T32J
DB13282,Benzododecinium bromide,7281-04-1,IRY12B2TQ6
DB13282,Benzododecinium chloride,139-07-1,Y5A751G47H
DB13296,Propamidine isethionate,140-63-6,7T9IJ84C42
DB13309,Benproperine phosphate,3563-76-6,S831Z48C5W
DB13312,Delapril hydrochloride,83435-67-0,2SMM3M5ZMH
DB13337,Pheneticillin potassium,132-93-4,70978WUK7C
DB13345,Dihydroergocristine mesylate,24730-10-7,DS7CL18UAM
DB13373,Acriflavine hydrochloride,69235-50-3,1S73VW819C
DB13377,Vinbarbital sodium,125-44-0,BAS6234GZ7
DB13385,Dihydroergocryptine mesylate,,5AAV003TAQ
DB13393,"Emetan, 6',7',10,11-tetramethoxy-, dihydrochloride, hydrate",7083-71-8,99K15P31AB
DB13393,Emetine hydrochloride heptahydrate,79300-08-6,J636CC0C64
DB13393,Emetine hydrochloride pentahydrate,79300-07-5,07DUY5KO8X
DB13394,Adrenalone hydrochloride,62-13-5,NN82YWE2IC
DB13400,Linsidomine hydrochloride,16142-27-1,Y0054U597M
DB13414,Phenyramidol hydrochloride,326-43-2,M574V6XQH7
DB13434,Fenticonazole nitrate,73151-29-8,8V4JGC8YRF
DB13435,Endralazine mesylate,65322-72-7,333M5986I5
DB13444,Meglumine ioxitalamate,29288-99-1,5791GC9HSW
DB13444,Sodium ioxitalamate,33954-26-6,8P8Y8ZXJ8Y
DB13445,Nepinalone hydrochloride,22443-55-6,68J256455O
DB13470,Cefodizime sodium,86329-79-5,HC1T51593A
DB13481,Tenidap sodium,119784-94-0,DCV1328NH2
DB13488,Bencyclane fumarate,14286-84-1,OZN2MG334O
DB13497,Valethamate bromide,90-22-2,6XFR940M2A
DB13500,Otilonium bromide,26095-59-0,21HN3N72PV
DB13501,Bendazac lysine,81919-14-4,CL7T957EGC
DB13508,Cloranolol hydrochloride,54247-25-5,79SQ2WFQ23
DB13515,Levomethadone hydrochloride,5967-73-7,V57LC776C0
DB13518,Sodium alginate,9005-38-3,C269C4G2ZQ
DB13529,Calcium dobesilate,20123-80-2,5921X1560Q
DB13529,Calcium dobesilate monohydrate,117552-78-0,M0ROX9374L
DB13539,Iodoxamate meglumine,51764-33-1,CIX5G6J9R1
DB13549,4-dimethylaminophenol hydrochloride,5882-48-4,0Q0F93G1TR
DB13550,Bifemelane hydrochloride,62232-46-6,2N52S01UFY
DB13561,Clobenzorex hydrochloride,5843-53-8,BC6X5MB664
DB13565,Benzoxonium chloride,19379-90-9,12IMO9R11X
DB13569,Ferrous chloride tetrahydrate,13478-10-9,
DB13573,Acefylline piperazine,18833-13-1,12I91IOS6Z
DB13574,Heptaminol hydrochloride,543-15-7,XB3RM40HIR
DB13585,Itramin tosylate,13445-63-1,W9H0R50KY0
DB13588,Nafronyl oxalate,3200-06-4,5ADB8D9388
DB13619,Bornaprine hydrochloride,26908-91-8,R99RGW1B2Q
DB13624,Methoxyphenamine hydrochloride,5588-10-3,52V8BVV7FX
DB13630,Bibenzonium bromide,15585-70-3,4455J9277Q
DB13642,Pridinol mesilate,6856-31-1,AQ4K0AJT6G
DB13648,Alcuronium chloride,15180-03-7,490DW6501Y
DB13660,Propicillin potassium,1245-44-9,75RXW2P83Y
DB13667,Cefozopran hydrochloride,113981-44-5,060I5C0GRC
DB13669,Morpholine salicylate,147-90-0,G52K1S38LW
DB13670,Oxantel pamoate,68813-55-8,UPY1D732T0
DB13674,Cridanimod sodium,58880-43-6,54W868ROLR
DB13681,Butalamine hydrochloride,56974-46-0,Q7URG335CL
DB13682,Cefpirome sulfate,98753-19-6,BA5ALU2ZT9
DB13683,Dimethisoquin Hydrochloride,2773-92-4,SMP2689462
DB13692,Tretoquinol hydrochloride anhydrous,18559-59-6,298SP836N4
DB13693,Sulbenicillin sodium,36417-90-0,29SO9LIM1Q
DB13694,Distigmine bromide,15876-67-2,750F36OP6J
DB13700,Protamine hydrochloride,,5URD19Y60H
DB13720,Diphemanil methylsulfate,62-97-5,W2ZG23MGYI
DB13729,Camostat mesilate,59721-29-8,451M50A1EQ
DB13751,Ammonium glycyrrhizinate trihydrate,911217-00-0,78NEL3149I
DB13751,Glycyrrhizinate dipotassium,68797-35-3,CA2Y0FE3FX
DB13753,Cetiedil citrate,16286-69-4,IE65P4OE02
DB13755,Iocarmate meglumine,54605-45-7,2303MD51O1
DB13759,Fenpiverinium bromide,125-60-0,36479UA8GL
DB13772,Rufloxacin hydrochloride,106017-08-7,1643374N6L
DB13774,Myristalkonium chloride,139-08-2,0W255OL75T
DB13775,Tertatolol hydrochloride,33580-30-2,9SDH60Z1NO
DB13779,Guanoclor sulfate,551-48-4,Q1U97XK18R
DB13781,Xamoterol fumarate,90730-93-1,N87007N668
DB13787,Tilidine fumarate,55567-81-2,DXT828600R
DB13787,Tilidine hydrochloride,27591-69-1,4YI72J28N9
DB13787,Tilidine hydrochloride hemihydrate,255733-17-6,Y757T3419R
DB13787,Tilidine phosphate,157163-65-0,PJ7Z0WL915
DB13800,Calcium levulinate dihydrate,5743-49-7,T6133SO781
DB13808,Mebhydrolin napadisylate,6153-33-9,O5G04RB25M
DB13823,Pipemidic acid trihydrate,72571-82-5,N734WBH1TJ
DB13827,Indanazoline hydrochloride,40507-80-0,Z364A90IV8
DB13844,Pipenzolate bromide,125-51-9,JPX41DUS2B
DB13845,Etafenone hydrochloride,2192-21-4,NTS160XKGC
DB13850,Timepidium bromide,35035-05-3,8R9E4766V4
DB13858,Dimazole dihydrochloride,136-96-9,3LF09TBB5W
DB13862,Magnesium phosphate dibasic trihydrate,7782-75-4,HF539G9L3Q
DB13862,Magnesium phosphate pentahydrate,10233-87-1,453COF7817
DB13863,Fosfructose trisodium,81028-91-3,463VBZ2YVD
DB13873,Choline fenofibrate,856676-23-8,4BMH7IZT98
DB13874,Enasidenib mesylate,1650550-25-6,UF6PC17XAV
DB13875,Harmaline hydrochloride,363-11-1,64056X913V
DB13875,Harmaline hydrochloride dihydrate,6027-98-1,5B4DGH2M9R
DB13914,Volixibat potassium,1431935-92-0,YWU8J6O8J0
DB13917,Deoxyepinephrine hydrochloride,62-32-8,ZV3MG8PAX3
DB13920,Valopicitabine dihydrochloride,640725-71-9,7KNU786IT4
DB13930,Ulixertinib hydrochloride,1956366-10-1,3K792HRQ8B
DB13931,Netarsudil dihydrochloride,1253952-02-1,SE030PF6VE
DB13931,Netarsudil mesylate,1422144-42-0,VL756B1K0U
DB13941,Piperaquine tetraphosphate,911061-10-4,IHB5WLO51Q
DB13950,WIN 55212-2 mesylate,131543-23-2,2J851TP7VJ
DB13967,Patent Blue V calcium,3536-49-0,8QE473DV1Z
DB13967,Patent Blue V sodium,20262-76-4,9ZL680Q9Z5
DB13970,Dioctyldimonium chloride,5538-94-3,0X0RL40Y6H
DB13976,Technetium Tc-99m sulesomab,,0G1945O6IB
DB13979,Technetium Tc-99m besilesomab,,0102XFH2B9
DB13980,Cupric chloride anhydrous Cu-64,35121-64-3,3IGV2Y2378
