drugbank_id,synonym,language,coder
DB04832,Zimeldinum,latin,
DB04833,metacualona,spanish,inn
DB04833,Methaqualone,english,inn/jan/usan
DB04835,Maraviroc,english/spanish/french,inn/jan
DB04835,Maravirocum,latin,inn
DB04836,Amineptine,english,inn
DB04836,Amineptino,spanish,inn
DB04836,Amineptinum,latin,inn
DB04837,Chlophedianol,english,ban
DB04837,Clofedanol,english/spanish,inn
DB04837,Clofedanolum,latin,inn
DB04837,Clofedianolo,italian,
DB04838,"3,3,5-Trimethylcyclohexyl mandelate",english,
DB04838,"3,5,5-Trimethylcyclohexyl amygdalate",english,
DB04838,Ciclandelato,spanish,inn
DB04838,Cyclandelate,english,inn/jan/usp
DB04838,Cyclandelatum,latin,inn
DB04839,Cyproterone 17-O-acetate,english,
DB04839,Cyproterone acetate,english,jan/usan
DB04840,Debrisochinum,latin,
DB04840,Debrisoquin,english,
DB04840,Debrisoquina,spanish,inn
DB04840,Débrisoquine,french,inn
DB04840,Debrisoquine,english,inn
DB04840,Debrisoquinum,latin,inn
DB04841,1-[bis(4-fluorophenyl)methyl]-4-[(2E)-3-phenylprop-2-en-1-yl]piperazine,english,iupac
DB04841,Flunarizina,spanish,inn
DB04841,Flunarizine,english,inn
DB04841,Flunarizinum,latin,inn
DB04842,Fluspirilene,english,inn/usan
DB04842,Fluspirileno,spanish,inn
DB04842,Fluspirilenum,latin,inn
DB04843,Mepenzolate,english,
DB04843,Mepenzolic acid,english,
DB04844,"1,2,4,6,7,11b-hexahydro-3-isobutyl-9,10-dimethoxy-2H-benzo[a]quinolizin-2-one",english,
DB04844,"2-oxo-3-isobutyl-9,10-dimethoxy-1,2,3,4,6,7-hexahydro-11bH-benzo[a]quinolizine",english,
DB04844,"2-oxo-3-isobutyl-9,10-dimethoxy-1,3,4,6,7,11b-hexahydro-2H-benzoquinolizine",english,
DB04844,Tetrabenazina,spanish,inn
DB04844,Tetrabenazine,english,inn
DB04844,Tetrabenazinum,latin,inn
DB04845,Aza-epothilone B,english,
DB04845,Azaepothilone B,english,
DB04845,Ixabepilone,english,inn/jan/usan
DB04846,Celiprolol,english,inn/ban
DB04846,Celiprololum,latin,inn
DB04846,"RS)-N'-{3-acetyl-4-[3-(tert-butylamino)-2-hydroxypropoxy]phenyl}-N,N-diethylurea",english,iupac
DB04847,Roxadustat,english/spanish/french,inn/jan/usan
DB04847,Roxadustatum,latin,inn
DB04849,Cediranib,english,inn/usan
DB04850,Posizolid,english,inn
DB04851,Biricodar,english,inn
DB04852,Implitapide,english,inn
DB04853,2-((Cyclohexylmethylene)hydrazino)adenosine,english,
DB04853,Binodenoson,english,inn/ban/usan
DB04854,"2-(3-cyano-4-isobutoxyphenyl)-4-methyl- 1,3-thiazole-5-carboxylic acid",english,iupac
DB04854,Fébuxostat,french,inn
DB04854,Febuxostat,english/spanish/german,inn/jan/usan
DB04854,Febuxostatum,latin,inn
DB04855,Dronedarona,spanish,
DB04855,Dronedarone,english,inn
DB04855,N-(2-butyl-3-(4-(3-(dibutylamino)propoxy)benzoyl)-5-benzofuranyl)-methanesulfonamide,english,
DB04855,N-(2-butyl-3-(p-(3-(dibutylamino)propoxy)benzoyl)-5-benzofuranyl)methanesulfonamide,english,
DB04856,Dexloxiglumida,spanish,inn
DB04856,Dexloxiglumide,english,inn
DB04856,Dexloxiglumidum,latin,inn
DB04857,Brasofensine,english,inn
DB04858,"1,2,4-benzotriazin-3-amine, 1,4-dioxide",english,
DB04858,"3-Amino-1,2,4-benzotriazine 1,4-dioxide",english,
DB04858,Tirapazamine,english,inn/usan
DB04859,Zanapezil,english,inn
DB04859,Zanepezil,english,inn
DB04860,7-Deaza-7-thia-8-oxoguanosine,english,
DB04860,7-Thia-8-oxoguanosine,english,
DB04860,7-TOG,english,
DB04860,Isatoribine,english,inn/usan
DB04861,Narbivolol,english,
DB04861,Nebivolol,english,inn/usan
DB04861,Nebivololum,latin,
DB04862,Merimepodib,english,inn/usan
DB04862,MMPD,english,
DB04863,Léfradafiban,french,inn
DB04863,Lefradafiban,english,inn
DB04863,Lefradafibán,spanish,inn
DB04863,Lefradafibanum,latin,inn
DB04864,(-)-Huperzine A,english,
DB04864,(−)-huperazine A,english,
DB04864,(−)-selagine,english,
DB04864,Huperzine-A,english,
DB04864,L-huperzine A,english,
DB04864,Selagine,english,
DB04865,(−)-homoharringtonine,english,
DB04865,"(2'R,3S,4S,5R)-(−)-homoharringtonine",english,
DB04865,"1-[(1S,3aR,14bS)-2-Methoxy-1,5,6,8,9,14b-hexahydro-4H-cyclopenta[a][1,3]dioxolo[4,5-H]pyrrolo[2,1-b][3]benzazepin-1-yl] 4-methyl (2R)-2-hydroxy-2-(4-hydroxy-4-methylpentyl)butanedioate",english,
DB04865,CEPHALOTAXINE 4-METHYL (2R)-2-HYDROXY-2-(4-HYDROXY-4-METHYLPENTYL)BUTANEDIOATE (ESTER),english,
DB04865,"CEPHALOTAXINE, 4-METHYL (2R)-2-HYDROXY-2-(4-HYDROXY-4-METHYLPENTYL)BUTANEDIOATE (ESTER)",english,
DB04865,HHT,english,
DB04865,Homoharringtonin,english,
DB04865,Homoharringtonine,english,
DB04865,mepesuccinato de omacetaxina,spanish,inn
DB04865,Omacetaxine mepesuccinate,english,inn/usan
DB04866,(+/-)-trans-7-bromo-6-chloro-3-(3-(3-hydroxy-2-piperidyl)-acetonyl)-4(3H)-quinazolinone,english,
DB04866,Halofuginone,english,inn
DB04867,Lintitript,english,inn
DB04868,Nilotinib,english,inn/usan
DB04868,Nilotinibum,latin,inn
DB04869,Olcegepant,english,inn
DB04870,Estrone 3-oleate,english,
DB04870,Estrone monooleate,english,
DB04870,Estrone oleic acid ester,english,
DB04870,OE,english,
DB04870,Oleoyl estrone,english,
DB04870,Oleoylestrone,english,
DB04871,Lorcaserin,english,inn
DB04871,Lorqess,english,
DB04872,Osanetant,english,inn
DB04873,Piboserod,english,inn
DB04874,(SP-4-3)-Amminedichloro(2-methylpyridine)platinium,english,
DB04874,Picoplatin,english,inn/ban/usan
DB04875,Pralnacasan,english,inn/usan
DB04876,Vildagliptin,english,inn/jan/usan
DB04876,Vildagliptina,spanish,inn
DB04877,Methyl 12-methoxy-13-(17-methoxy-17-oxovobasan-3alpha-yl)ibogamine-18-carboxylate,english,
DB04877,Voacanginine,english,
DB04877,Vocamine,english,
DB04878,Voglibosa,spanish,inn
DB04878,Voglibose,english,inn/jan/usan
DB04878,Voglibosum,latin,inn
DB04879,Vatalanib,english/spanish/french,inn/usan
DB04879,Vatalinib,english,
DB04880,Enoximona,spanish,
DB04880,Enoximone,english,inn/usan
DB04880,Enoximonum,latin,
DB04881,Elacridar,english,inn
DB04882,E'dotecarine,french,inn
DB04882,Edotecarin,english,inn/usan
DB04882,Edotecarina,spanish,
DB04882,Edotecarinum,latin,inn
DB04883,Darusentan,english,inn
DB04884,Dapoxetina,spanish,inn
DB04884,Dapoxetine,english,inn
DB04884,Dapoxetinum,latin,inn
DB04885,Cilansetron,english,inn/usan
DB04886,(+)-calanolide A,english,
DB04887,Brecanavir,english,inn/usan
DB04888,Bifeprunox,english,inn/usan
DB04888,Bifeprunoxum,latin,inn
DB04889,Bicifadine,english,inn
DB04890,bepotastina,spanish,inn
DB04890,Bepotastine,english,inn/usan
DB04891,Becocalcidiol,english,inn/usan
DB04892,(-)-eseroline phenylcarbamate,english,
DB04892,(-)-phenserine,english,
DB04894,Vapreotida,spanish,inn
DB04894,Vapreotide,english,inn/ban/usan
DB04894,Vapreotidum,latin,inn
DB04895,Pegaptanib Octasodium,english,
DB04895,Pegaptanib sodium,english,
DB04896,(+-)-Milnacipran,english,
DB04896,Midalcipran,english,
DB04896,Milnacipran,english,inn/ban
DB04896,Milnacipranum,latin,
DB04897,ATI-02,english,
DB04897,KL4-surfactant,english,
DB04897,Lucinactant,english,usan
DB04898,ethyl 2-[[(1R)-1-cyclohexyl-2- [(2S)-2-[[4-(N'-hydroxycarbamimidoyl) phenyl]methylcarbamoyl]azetidin-1-yl]- 2-oxo-ethyl]amino]acetate,english,
DB04898,Ximelagatran,english,inn/jan/usan
DB04898,Ximélagatran,french,inn
DB04898,Ximelagatrán,spanish,inn
DB04898,Ximelagatranum,latin,inn
DB04899,BNP,english,
DB04899,BNP-32,english,
DB04899,Brain natriuretic peptide 32,english,
DB04899,Human brain natriuretic factor-32,english,
DB04899,Nesiritide,english,inn/usan
DB04899,Nesiritide recombinant,english,
DB04900,Thymalfasin,english,inn/usan
DB04900,Thymosin alpha1 (human),english,
DB04901,Anti-CD80 monoclonal antibody,english,
DB04901,Galiximab,english,inn/usan
DB04903,Pagoclone,english,inn/usan
DB04905,"N,N-diethyl-2-((4-phenylmethyl)phenoxy)ethanamine",english,
DB04905,Tesmilifene,english,inn
DB04907,Sitimagene ceradenovec,english,inn
DB04908,Flibanserin,english,inn/usan
DB04909,Sitamaquine,english,inn/ban
DB04910,5-Propoxy-2-benzimidazolecarbamic acid methyl ester,english,
DB04910,Methyl 5-n-propoxy-2-benzimidazole carbamate,english,
DB04910,Methyl 5-propoxy-2-benzimidazolecarbamate,english,
DB04910,Oxibendazole,english,inn/ban/usan
DB04910,Oxibendazolo,spanish,inn
DB04910,Oxibendazolum,latin,inn
DB04911,Chlorobiphenyl-chloroeremomycin,english,
DB04911,Oritavancin,english,inn
DB04912,Sn Mesoporphyrin,english,
DB04912,SnMP,english,
DB04912,Stannsoporfin,english,inn/usan
DB04912,Tin mesoporphyrin,english,
DB04914,Anti-gastrin 17 immunogen,english,
DB04914,Antigastrin 17,english,
DB04914,G17DT,english,
DB04914,G17DT (AN ANTIGASTRIN IMMUNOGEN),english,
DB04914,G17DT Immunogen,english,
DB04914,GASTRIMMUNE,english,
DB04914,Gastrin 17 immunogen,english,
DB04914,Gastrin 17 vaccine,english,
DB04914,Gastrin 17C Diphtheria Toxoid Immunogen,english,
DB04915,"(+/-)-cis-3-(4-hydroxyphenyl)-4-(4-methoxyphenyl)-3,4-dihydro-2H-cromen-7-ol",english,
DB04915,3-(4-hydroxyphenyl)-2H-chromen-7-ol,english,
DB04915,Dehydroequol,english,
DB04915,Haginin E,english,
DB04915,Idronoxil,english,inn/usan
DB04915,Phenoxodiol,english,
DB04917,Renzapride,english,inn
DB04918,Ceftobiprol,spanish,inn
DB04918,Ceftobiprole,english/french,inn/usan
DB04919,3-203-FIBROLASE (3-SERINE) (AGKISTRODON CONTORTRIX CONTORTRIX RECOMBINANT),english,
DB04919,Alfimeprase,english,inn/usan
DB04920,Clevidipine,english,inn/usan
DB04920,Clevidipine butyrate,english,
DB04920,Clevidipino,spanish,
DB04921,Dirucotide,english,inn/usan
DB04923,Recombinant thrombin,english,
DB04923,Recothrom,english,
DB04923,rhThrombin,english,
DB04923,rThrombin,english,
DB04924,Itopride,english,inn
DB04924,N-(p-(2-(Dimethylamino)ethoxy)benzyl)veratramide,english,
DB04925,Desmoteplase,english,inn/usan
DB04925,DSPA desmoteplase,english,
DB04925,rDSPA alpha 1,english,
DB04925,"Salivary plasminogen activator alpha 1, Desmodus rotundus",english,
DB04926,Neramexane,english,inn
DB04930,"(3-Phenoxyphenyl)methyl (±)-cis,trans-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate",english,
DB04930,"3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropane carboxylic acid, (3-phenoxyphenyl) methyl ester",english,
DB04930,Permethrin,english,inn/jan/usan
DB04931,Afamelanotide,english,inn/usan
DB04931,Melanotan 1,english,
DB04931,Melanotan I,english,
DB04931,Melanotan-1,english,
DB04931,MT-I,english,
DB04932,Defibrotide free acid,english,
DB04932,Defibrotide free acid (porcine mucosa),english,
DB04932,Defibrotide free acid (porcine),english,
DB04933,Eritoran,english,inn
DB04933,Eritorán,spanish,inn
DB04933,Éritoran,french,inn
DB04933,Eritoranum,latin,inn
DB04934,3'-hydroxy-5'-(4-isobutyl-1-piperazinyl)benzoxazinorifamycin,english,
DB04934,Rifalazil,english,inn/usan
DB04934,Rifalazilo,spanish,inn
DB04934,Rifalazilum,latin,inn
DB04936,"(3S,4S,5R)-1,3,4,5,6-pentahydroxyhexan-2-one",english,
DB04936,D-lyxo-hex-2-ulose,english,
DB04936,D-lyxo-hexulose,english,
DB04936,D-tag,english,
DB04936,D-tagatose,english,
DB04936,keto-D-tagatose,english,
DB04938,"2-(4-(4-Chloro-1,2-diphenyl-but-1-enyl)phenoxy)ethanol",english,
DB04938,"2-(p-((Z)-4-Chloro-1,2-diphenyl-1-butenyl)phenoxy)ethanol",english,
DB04938,Deamino-hydroxytoremifene,english,
DB04938,Ospemifene,english,inn/usan
DB04938,Ospemifeno,spanish,
DB04941,Crofelemer,english,usan
DB04942,retinobenzoic acid,english,
DB04942,Tamibarotene,english,inn/jan
DB04944,Acadesina,spanish,inn
DB04944,Acadesine,english,inn/usan
DB04944,Acadesinum,latin,inn
DB04944,AICA-riboside,english,
DB04945,Deoxyhemoglobin,english,
DB04945,Haemoglobin,english,
DB04945,Human hemoglobin,english,
DB04946,"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1- piperidinyl]propoxy]-3-methoxyphenyl]ethanone",english,
DB04946,"4'-(3-(4-(6-fluoro-1,2-benzisoxazol-3-yl)piperidino)propoxy)-3'-methoxyacetophenone",english,
DB04946,Iloperidona,spanish,inn
DB04946,Ilopéridone,french,inn
DB04946,Iloperidone,english,inn/usan
DB04946,Iloperidonum,latin,inn
DB04948,"2-(alpha-(2,6-Dichlorophenoxy)ethyl)2-imidazoline",english,
DB04948,Lofexidina,spanish,inn
DB04948,Lofexidine,english,inn
DB04948,Lofexidinum,latin,inn
DB04949,5G1.1-sc,english,
DB04949,h5G1.1-scFv,english,
DB04949,Pexelizumab,english,inn/usan
DB04950,Ranpirnase,english,inn/usan
DB04951,Pirfenidona,spanish,inn
DB04951,Pirfenidone,english,inn/jan/usan
DB04952,Ramoplanin,english,inn/usan
DB04953,ethyl {2-amino-4-[(4-fluorobenzyl)amino]phenyl}carbamate,english,
DB04953,Ethyl 2-amino-4-((p-fluorobenzyl)amino)carbanilate,english,
DB04953,EZG,english,
DB04953,Ezogabine,english,usan
DB04953,N-(2-Amino-4-(4-fluorobenzylamino)-phenyl) carbamic acid ethyl ester,english,
DB04953,N-(2-Amino-4-(4-fluorobenzylamino)phenyl)carbamic acid ethyl ester,english,
DB04953,Retigabina,spanish,
DB04953,Retigabine,english,inn
DB04953,RTG,english,
DB04954,Tecadenoson,english,inn/usan
DB04955,ALEC,english,
DB04956,Afelimomab,english,inn
DB04957,Azimilide,english,inn
DB04958,Epratuzumab,english,inn/usan
DB04958,IMMU-HLL2,english,
DB04959,BCG65-E7,english,
DB04959,Heat-shock protein HSP 65 (Mycobacterium BCG) fusion protein with transcription factor E7 (human papillomavirus 16),english,
DB04959,HPV 16 E7/HSP65 vaccine,english,
DB04959,HPV E7 Peptide Epitope Vaccine,english,
DB04959,HspE7,english,
DB04959,Recombinant fusion protein of Mycobacterium bovis BCG Hsp65 and HPV16 E7,english,
DB04959,Verpasep caltespen,english,inn/usan
DB04960,Tipifarnib,english/spanish,inn/usan
DB04960,Zarnestra,english,
DB04961,(-)-ODDC,english,
DB04961,Troxacitabina,spanish,inn
DB04961,Troxacitabine,english,inn/usan
DB04961,Troxacitabinum,latin,inn
DB04963,Recombinant human GAD65,english,
DB04963,Recombinant human glutamate decarboxylase 2,english,
DB04963,Recombinant human glutamic acid decarboxylase,english,
DB04964,Monoclonal antibody B43.13,english,
DB04964,Oregovamab,english,
DB04964,Oregovomab,english,inn/usan
DB04967,1-((2-(Diethylamino)ethyl)amino)-4-methylthioxanthen-9-one,english,
DB04967,1-{[2-(diethylamino)ethyl]amino}-4-methylthioxanthen-9-one,english,
DB04967,1-diethylaminoethylethylamino-4-methyl-thioxanthenone,english,
DB04967,Lucanthone,english/french,inn
DB04967,Lucanthonum,latin,inn
DB04967,Lucantona,spanish,inn
DB04970,2-(4-(4-(4-Chloropyrazol-1-yl)butyl)-1-piperazinyl)pyrimidine,english,
DB04970,Lesopitron,english,inn
DB04971,Reglitazar,english,inn/jan
DB04971,Reglixane,english,
DB04972,Canfosfamide,english,inn
DB04974,Rimiducid,english,inn/usan
DB04975,Banoxantrone,english,inn/ban
DB04977,Dehydrodidemnin B,english,
DB04977,Plitidepsin,english,inn/ban
DB04977,Plitidepsina,spanish,inn
DB04977,Plitidepsine,french,inn
DB04977,Plitidepsium,latin,inn
DB04978,Doxorubicin HCl with pluronic L-61 and pluronic F-127,english,
DB04978,doxorubicin with pluronics F-127 and L-61,english,
DB04980,Lemuteporfin,english,inn
DB04982,Talampanel,english,inn
DB04983,Denufosol,english,inn
DB04985,Tigapotide,english,inn
DB04987,D-PEPTIDE OF THE SEQUENCE AKRHHGYKRKFH - NH2,english,
DB04987,Pulmadex,english,
DB04996,Satraplatin,english,inn/usan
DB04998,Nucleic acid aptamer binding to tumor cell nucleon,english,
DB05003,Imexon,english,inn/usan
DB05004,Pyy (3-36) peptide,english,
DB05004,PYY 3-36,english,
DB05004,PYY(3-36),english,
DB05004,PYY3-36,english,
DB05006,Adecatumumab,english,inn
DB05009,Apadenoson,english,inn/usan
DB05010,(3-Aminopropyl)(n-butyl)phosphinic acid,english,
DB05010,3-Aminopropyl-Butyl Phosphinic Acid,english,
DB05010,SGS 742,english,
DB05010,SGS-742,english,
DB05010,SGS742,english,
DB05011,Taberminogene vadenovec,english,inn
DB05013,3-Angeloylingenol,english,
DB05013,3-Ingenyl angelate,english,
DB05013,Ingenol 3-angelate,english,
DB05013,Ingenol mebutate,english,inn/usan
DB05013,Ingenol mebutato,spanish,
DB05013,Ingenoli mebutas,latin,inn
DB05013,Mébutate d'ingénol,french,inn
DB05013,Mebutato de ingenol,spanish,inn
DB05015,(2E)-N-HYDROXY-3-(3-(PHENYLSULFAMOYL)PHENYL)PROP-2-ENAMIDE,english,
DB05015,"2-PROPENAMIDE, N-HYDROXY-3-(3-((PHENYLAMINO)SULFONYL)PHENYL)-",english,
DB05015,"2-PROPENAMIDE, N-HYDROXY-3-(3-((PHENYLAMINO)SULFONYL)PHENYL)-, (2E)-",english,
DB05015,Belinostat,english,inn/usan
DB05015,N-HYDROXY-3-(3-((PHENYLAMINO)SULFONYL)PHENYL)-2-PROPENAMIDE,english,
DB05015,N-Hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide,english,
DB05016,"3-[5-(2-fluorophenyl)-1,2,4-oxadiazol-3-yl]benzoic acid",english,iupac
DB05016,Ataluren,english,inn/usan
DB05018,1-Deoxygalactonojirimycin,english,
DB05018,1-Deoxygalactostatin,english,
DB05018,Migalastat,english,inn/usan
DB05022,Amonafide,english,inn/usan
DB05025,"3-PYRIDINECARBOXIMIDOYL CHLORIDE, N-((2R)-2-HYDROXY-3-(1-PIPERIDINYL)PROPOXY), 1-OXIDE",english,
DB05025,Arimoclomol,english,inn/usan
DB05025,BRX-220 FREE BASE,english,
DB05025,"N-[(2R)-2-Hydroxy-3-(1-piperidyl)propoxy]pyridine-3-carboximidoyl chloride, 1-oxide",english,
DB05029,Duramycin,english,
DB05029,Lancovutide,english,inn
DB05029,Leucopeptin,english,
DB05034,Ularitide,english,inn
DB05034,Urodilatin ularitide,english,
DB05035,Eprotirome,english,inn
DB05038,Anatibant,english,inn
DB05039,Indacaterol,english,inn/usan
DB05045,(34-L-glutamine)pancreatic hormone (human),english,
DB05045,Obinepitide,english,inn
DB05057,Erdosteine,english,inn
DB05063,Mitoquinone cation,english,
DB05063,Mitoquinone ion,english,
DB05076,4-HPR,english,
DB05076,4-hydroxy(phenyl)retinamide,english,
DB05076,4-hydroxyphenyl retinamide,english,
DB05076,Fenretinida,spanish,inn
DB05076,Fenretinide,english,inn/usan
DB05076,Fenretinidum,latin,inn
DB05076,N-(4-hydroxyphenyl)all-trans retinamide,english,
DB05084,Abaloparatide,english,inn/usan
DB05087,Ganaxolone,english,inn/usan
DB05088,Thiomolybdate,english,
DB05088,Tiomolibdate ion,english,
DB05095,Cimicoxib,english,inn
DB05097,hMN-14,english,
DB05097,Labetuzumab,english,inn/usan
DB05097,MAb hMN14,english,
DB05097,MN14 monoclonal antibody to carcinoembryonic antigen,english,
DB05097,Monoclonal antibody hMN-14,english,
DB05099,Ancrod,english,inn/usan
DB05100,Prinomastat,english/spanish/french,inn/usan
DB05100,Prinomastatum,latin,inn
DB05101,Matuzumab,english,inn
DB05102,Rupintrivir,english,inn/usan
DB05103,Pivaloyloxymethyl butyrate,english,
DB05103,Pivaloyloxymethylbutyrate,english,
DB05103,Pivanex,english,
DB05104,Asimadoline,english,inn
DB05105,Pleconaril,english,inn/usan
DB05107,16alpha-bromoepiandrosterone,english,
DB05109,Ecteinascidin 743,english,
DB05109,Trabectedin,english,inn/usan
DB05109,Trabectedina,spanish,
DB05111,Fontolizumab,english,inn/usan
DB05116,Brivudine phosphoramidate,english,
DB05119,Rilapladib,english,inn/usan
DB05123,Gemcabene,english,inn
DB05129,Elsamitrucin,english,inn/usan
DB05134,17-allylamino-17-demethoxygeldanamycin,english,
DB05134,17-allylamino-17-demethoxygeldanamycin (17-AGG),english,
DB05134,17AAG,english,
DB05134,Tanespimycin,english,inn/usan
DB05134,tanespimycina,spanish,inn
DB05136,Bavituximab,english,inn/usan
DB05137,Lobelina,spanish,inn
DB05137,Lobeline,english,inn
DB05139,Human monoclonal antibody against platelet-derived growth factor D,english,
DB05143,CA1P,english,
DB05143,Combretastatin A-1 bis(phosphate),english,
DB05143,Combretastatin A1 diphosphate,english,
DB05143,OXI4503,english,
DB05145,ThGLP-1,english,
DB05154,Pretomanid,english,inn/usan
DB05160,Topsalysin,english,inn/usan
DB05168,Vintafolide,english,inn/usan
DB05169,1-Cyclopropyl-3-[3-(5-morpholin-4-ylmethyl-1H-benzoimidazol-2-yl)-1H-pyrazol-4-yl]-urea,english,
DB05185,(EZ)-N-(CHOLEST-4-EN-3-YLIDENE)HYDROXYLAMINE,english,
DB05185,"4-Cholesten-3-one, oxime",english,
DB05185,"cholest-4-en-3-one, oxime",english,
DB05186,N-adamantanyl-N'-geranyl-ethylenediamine,english,
DB05187,Elafibranor,english,inn/usan
DB05187,"PROPANOIC ACID, 2-(2,6-DIMETHYL-4-((1E)-3-(4-(METHYLTHIO)PHENYL)-3-OXO-1-PROPEN-1-YL)PHENOXY)-",english,
DB05187,"PROPANOIC ACID, 2-(2,6-DIMETHYL-4-(3-(4-(METHYLTHIO)PHENYL)-3-OXO-1-PROPEN-1-YL)PHENOXY)-2-METHYL-",english,
DB05197,Sofalcone,english,inn/jan
DB05202,Egaptivon pegol,english,inn/usan
DB05209,Recombinant human antigen-specific polyclonal antibody (pAb) against RhD antigen expressed in Chinese hamster ovary cells,english,
DB05209,Rozrolimupab,english,usan
DB05210,SF 1126,english,
DB05210,SF-1126,english,
DB05219,Crisaborole,english,inn/usan
DB05220,Alisertib,english,inn/usan
DB05223,Pracinostat,english/spanish/french,inn
DB05223,Pracinostatum,latin,inn
DB05229,Beraprost,english,inn/usan
DB05229,Beraprostum,latin,inn
DB05232,Tetrodotoxin,english,inn
DB05237,Recombinant human mannan-binding protein,english,
DB05237,Recombinant human mannose-binding lectin,english,
DB05237,rhMBP,english,
DB05239,Cobimetinib,english,inn/usan
DB05245,Silver sulfadiazinate,english,
DB05245,Silver sulfadiazine,english,
DB05245,Silver sulphadiazine,english,
DB05245,Sulfadiazine silver,english,inn
DB05245,Sulfadiazine silver salt,english,
DB05246,"(RS)-1,3-Dimethyl-3-phenyl-2,5-pyrrolidindion",english,
DB05246,"1,3-Dimethyl-3-phenyl-2,5-dioxopyrrolidine",english,
DB05246,"1,3-Dimethyl-3-phenyl-pyrrolidin-2,5-dione",english,
DB05246,"1,3-Dimethyl-3-phenylsuccinimide",english,
DB05246,alpha-Methyl-alpha-phenyl N-methyl succinimide,english,
DB05246,alpha-Methylphensuximide,english,
DB05246,Mesuximida,spanish,inn
DB05246,Mesuximide,english,inn
DB05246,Mesuximidum,latin,inn
DB05246,Methsuximid,german,
DB05246,Methsuximide,english,usp
DB05246,Metosuccimmide,italian,dcit
DB05246,N-methyl-alpha-methyl-alpha-phenylsuccinimide,english,
DB05246,"N,2-Dimethyl-2-phenylsuccinimide",english,
DB05252,Fenoxaprop ethyl,english,
DB05253,"17alpha-Acetoxy-11beta-(4-(dimethylamino)phenyl)-21-methoxy-19-norpregna-4,9-dien-3,20-dione",english,
DB05253,Telapristone acetate,english,usan
DB05254,Bovine Fibrinolysin,english,
